TABLE_NAME	COLUMN_NAME
GC_INSURED	SERIALNO
GENER_ACCOUNT_CODE	START_TIME
GENER_ACCOUNT_CODE	ACCOUNT_CODE
GLFEE	RISKCODE
GLFEE	ENDDATE
GLFEE	STARTDATE
GLFEE	MAXAMNT
GLFEE	MINAMNT
GOLDFISHTABLE	IDX
GONGTAOAGENTPHONE	IDNO
GONGTAOAPPNTPHONE	IDNO
GONGTAOCONTNOPHONE	IDNO
IDCHECKSTATE	CHECKNO
IDCHECKTRACE	TRANNO
IDTOBANKCHECK	CHECKNO
ID_CARD_TYPE	P
INSURANCETYPEGET	BATCHNO
ITEMRELA	ITEMCODE
LAA03PROMOTION1	WAGENO
LAA03PROMOTION1	MANAGECOM
LAACCOUNTS	ACCOUNT
LAACCOUNTS	AGENTCODE
LAADDCONTROL	EDORNO
LAADDWAGERADIX	ACLASS
LAADDWAGERADIX	MANAGECOM
LAADVANCEBONUS	SENDORDER
LAADVANCEBONUS	ITEMCODE
LAADVANCEBONUS	PRECEPTNO
LAADVANCEBONUS	AGENTCODE
LAADVANCEBONUS	INDEXCALNO
LAAGENT	AGENTCODE
LAAGENTACCREDIT	AGENTCODEOLD
LAAGENTACCREDIT	AGENTCODE
LAAGENTACCREDIT	INDEXCALNO
LAAGENTACCREDITB	AGENTCODEOLD
LAAGENTACCREDITB	AGENTCODE
LAAGENTACCREDITB	INDEXCALNO
LAAGENTACCREDITB	EDORTYPE
LAAGENTACCREDITB	EDORNO
LAAGENTASCRIPTION	OLDPOLNO
LAAGENTASCRIPTIONB	OLDPOLNO
LAAGENTASCRIPTIONB	EDORTYPE
LAAGENTASCRIPTIONB	EDORNO
LAAGENTASCRIPTMAIN	ASCRIPTNO
LAAGENTASCRIPTMAINB	ASCRIPTNO
LAAGENTASCRIPTMAINB	EDORTYPE
LAAGENTASCRIPTMAINB	EDORNO
LAAGENTASCRIPTNOTILOG	POLNO
LAAGENTASCRIPTNOTILOG	PRTNO
LAAGENTASCRIPTNOTILOG	INDEXCALNO
LAAGENTASCRIPTNOTILOG	EDORNO
LAAGENTAUTHORIZE	IDX
LAAGENTAUTOREPORTLOG	REPORTLEVEL
LAAGENTAUTOREPORTLOG	REPORTCODE
LAAGENTAUTOREPORTLOG	LOGTYPE
LAAGENTAUTOREPORTLOG	INDEXCALNO
LAAGENTB	AGENTCODE
LAAGENTB	EDORNO
LAAGENTBLACKLIST	BLACKLISTCODE
LAAGENTCHGCTL	EDORNO
LAAGENTCOMORPHANPOL	POLNO
LAAGENTCOMORPHANPOLB	POLNO
LAAGENTCOMORPHANPOLB	EDORTYPE
LAAGENTCOMORPHANPOLB	EDORNO
LAAGENTCUSTOMERBATERRLOG	AGENTCODEOLD
LAAGENTCUSTOMERBATERRLOG	AGENTCODE
LAAGENTCUSTOMERBATERRLOG	SERIESNO
LAAGENTCUSTOMERBATTEMP	AGENTCODEOLD
LAAGENTCUSTOMERBATTEMP	AGENTCODE
LAAGENTGRADE	GRADECODE
LAAGENTMENU	NODECODE
LAAGENTMENUGRP	MENUGRPCODE
LAAGENTMENUGRPTOMENU	NODECODE
LAAGENTMENUGRPTOMENU	MENUGRPCODE
LAAGENTMODCTL	EDORNO
LAAGENTOLLQUAF	AGENTCODE
LAAGENTOLLQUAFB	AGENTCODE
LAAGENTOLLQUAFB	EDORTYPE
LAAGENTOLLQUAFB	EDORNO
LAAGENTPROMRADIX	LIMITPERIOD
LAAGENTPROMRADIX	ASSESSCODE
LAAGENTPROMRADIX	DESTAGENTGRADE
LAAGENTPROMRADIX	AREATYPE
LAAGENTPROMRADIX	AGENTGRADE
LAAGENTPROMRADIX1	LIMITPERIOD
LAAGENTPROMRADIX1	ASSESSCODE
LAAGENTPROMRADIX1	CHANNELTYPE
LAAGENTPROMRADIX1	AREATYPE
LAAGENTPROMRADIX1	DESTAGENTGRADE
LAAGENTPROMRADIX1	AGENTGRADE
LAAGENTPROMRADIX2	LIMITPERIOD
LAAGENTPROMRADIX2	ASSESSCODE
LAAGENTPROMRADIX2	CHANNELTYPE
LAAGENTPROMRADIX2	AREATYPE
LAAGENTPROMRADIX2	DESTAGENTGRADE
LAAGENTPROMRADIX2	AGENTGRADE
LAAGENTQUALITY	INDEXCALNO
LAAGENTQUALITY	AGENTCODE
LAAGENTQUALITYRECORD	SERIALNO
LAAGENTQUALITYSUB	MARKID
LAAGENTQUALITYSUB	AGENTCODE
LAAGENTQUERYMIT	AGENTCODE
LAAGENTREPORTAGENTDIMMISION	M00FLAG
LAAGENTREPORTAGENTDIMMISION	CALMONTH
LAAGENTREPORTAGENTDIMMISION	CALYEAR
LAAGENTREPORTAGENTDIMMISION	MANAGECOM
LAAGENTREPORTAGENTPEOPLEMONTH1	M00FLAG
LAAGENTREPORTAGENTPEOPLEMONTH1	CALMONTH
LAAGENTREPORTAGENTPEOPLEMONTH1	CALYEAR
LAAGENTREPORTAGENTPEOPLEMONTH1	MANAGECOM
LAAGENTREPORTCTRL	REPOTRTYPE
LAAGENTREPORTCTRL	REPORTCODE
LAAGENTREPORTLOG	SN
LAAGENTREPORTMAIN	REPORTSN
LAAGENTREPORTMANPOWER	CALMONTH
LAAGENTREPORTMANPOWER	CALYEAR
LAAGENTREPORTMANPOWER	MANAGECOM
LAAGENTREPORTNEWPOWERSCOUT1	CALMONTH
LAAGENTREPORTNEWPOWERSCOUT1	CALYEAR
LAAGENTREPORTNEWPOWERSCOUT1	MANAGECOM
LAAGENTREPORTPARAM	SN
LAAGENTREPORTSHOWSTYLE	REPORTCODE
LAAGENTTOBRANCH	CODE1
LAAGENTTOBRANCH	TYPE
LAAGENTTOBRANCH	AGENTCODE
LAAGENTTOBRANCHB	EDORNO
LAAGENTTOBRANCHB	CODE1
LAAGENTTOBRANCHB	TYPE
LAAGENTTOBRANCHB	AGENTCODE
LAAGENTTORISK	RISKCODE
LAAGENTTORISK	ORIGINSALECHNL
LAAGENTTORISK	AGENTCODE
LAAGENTTORISK	ID
LAAGENTWAGES	AGENTCODE
LAALLOWANCE	CALDATE
LAALLOWANCE	ALLOWANCETYPE
LAALLOWANCE	AGENTGRADE
LAALLOWANCE	MANAGECOM
LAALLOWANCEB	CALDATE
LAALLOWANCEB	ALLOWANCETYPE
LAALLOWANCEB	AGENTGRADE
LAALLOWANCEB	MANAGECOM
LAALLOWANCEB	EDORNO
LAASCRIPTION	ASCRIPTIONCOUNT
LAASCRIPTION	POLNO
LAASKPRICEADDONS	DOCID
LAASSESS	AGENTCODE
LAASSESS	INDEXCALNO
LAASSESSACCESSORY	BRANCHTYPE2
LAASSESSACCESSORY	BRANCHTYPE
LAASSESSACCESSORY	AGENTCODE
LAASSESSACCESSORY	ASSESSTYPE
LAASSESSACCESSORY	INDEXCALNO
LAASSESSACCESSORYB	BRANCHTYPE2
LAASSESSACCESSORYB	BRANCHTYPE
LAASSESSACCESSORYB	AGENTCODE
LAASSESSACCESSORYB	ASSESSTYPE
LAASSESSACCESSORYB	INDEXCALNO
LAASSESSACCESSORYB	EDORTYPE
LAASSESSACCESSORYB	EDORNO
LAASSESSAGENT	LISTTYPE
LAASSESSAGENT	ASSESSTYPE
LAASSESSAGENT	AGENTCODE
LAASSESSAGENT	WAGENO
LAASSESSAPPLY	AGENTCODE
LAASSESSAPPLY	INDEXCALNO
LAASSESSASCRIPT	OTHERCODE
LAASSESSASCRIPT	AGENTCODE
LAASSESSASCRIPT	ASSESSTYPE
LAASSESSASCRIPT	ASSESSPROPERTY
LAASSESSASCRIPT	INDEXCALNO
LAASSESSB	AGENTCODE
LAASSESSB	INDEXCALNO
LAASSESSB	EDORTYPE
LAASSESSB	EDORNO
LAASSESSCALCHECKINDEX	SERIALNO
LAASSESSCALMAIN	ASSESSCODE
LAASSESSCALMAIN	ASSESSDIMENSION
LAASSESSCALMAIN	VERSIONTYPE
LAASSESSCALMAIN	ASSESSPROPERTY
LAASSESSCALSUB	ASSESSTYPE
LAASSESSCALSUB	ASSESSDIMENSION
LAASSESSCALSUB	VERSIONTYPE
LAASSESSCALSUB	ASSESSPROPERTY
LAASSESSCHECKINDEX	SERIALNO
LAASSESSGATHER	ATTACHFLAG
LAASSESSGATHER	AGENGGRADE
LAASSESSGATHER	MANAGECOM
LAASSESSGATHER	ASSESSYM
LAASSESSHISTORY	AGENTGRADE
LAASSESSHISTORY	BRANCHTYPE
LAASSESSHISTORY	ACLASS
LAASSESSHISTORY	MANAGECOM
LAASSESSHISTORY	INDEXCALNO
LAASSESSINDEX	INDEXCODE
LAASSESSINDEX_CW	CODE
LAASSESSMAIN	ASSESSTYPE
LAASSESSMAIN	MANAGECOM
LAASSESSMAIN	AGENTGRADE
LAASSESSMAIN	INDEXCALNO
LAASSESSMARK	ASSESSMARKTYPE
LAASSESSMARK	IDX
LAASSESSMARK	AGENTCODE
LAASSESSMARKB	ASSESSMARKTYPE
LAASSESSMARKB	IDX
LAASSESSMARKB	AGENTCODE
LAASSESSMARKB	EDORNO
LAASSESSPARAM	BRANCHTYPE
LAASSESSPARAM	SERIALNO
LAASSESSPERIOD	LIMITPERIOD
LAASSESSPERIOD	AREATYPE
LAASSESSPERIOD	ASSESSTYPE
LAASSESSPERIOD	AGENTGRADE
LAASSESSRADIX	BRANCHTYPE
LAASSESSRADIX	AREATYPE
LAASSESSRADIX	ASSESSTYPE
LAASSESSRADIX	AGENTGRADE
LAASSESSRADIX	RADIXNO
LAASSESSRATE	ASSESSCODE
LAASSESSRATE	MONTHEND
LAASSESSRATE	MONTHSTART
LAASSESSRATE	COMCODE
LAASSESSRATE	AGENTGRADE
LAASSESSRATE	INNERCODE
LAASSUMONEY	SERIALNO
LAASSUMONEYTRAK	SERIALNO
LAAUTHORIZATION	SERIESNO
LAAUTHORIZATIONB	EDORNO
LAAUTHORIZE	AUTHORTYPE
LAAUTHORIZE	AUTHOROBJ
LAAUTHORIZE	RISKCODE
LABACKAGENT	AGENTCODE
LABACKAGENT	WAGENO
LABACKREARAGENT	AGENTCODE
LABACKREARAGENT	REAREDGENS
LABACKREARAGENT	REARLEVEL
LABACKREARAGENT	WAGENO
LABANKACCOUNT	AGENTCODE
LABANKACCOUNTB	AGENTCODE
LABANKACCOUNTB	EDORNO
LABONUSINDEX	INDEXCODE
LABONUSINDEXINFO	AGENTCODE
LABONUSINDEXINFO	INDEXCALNO
LABONUSITEM	ITEMCODE
LABONUSRADIX	ENDMONTH
LABONUSRADIX	STARTMONTH
LABONUSRADIX	GRADE
LABONUSRADIX	AGENTGRADE
LABONUSRADIX	ITEMCODE
LABONUSRADIX	PRECEPTNO
LABRANCHGROUP	AGENTGROUP
LABRANCHGROUPB	EDORNO
LABRANCHGROUPB	AGENTGROUP
LABRANCHGROUPQUERYMIT	AGENTGROUP
LABRANCHLEVEL	BRANCHTYPE2
LABRANCHLEVEL	BRANCHTYPE
LABRANCHLEVEL	BRANCHLEVELCODE
LABRANCHMANAGERBASE	STARTMONTH
LABRANCHMANAGERBASE	AGENTCODE
LABRANCHMANAGERBASE	ADDMANAGERAGENTCODE
LABRANCHMANAGERBASE	MANAGERAGENTCODE
LABRANCHMANAGERDETAILS	BMDETAILSN
LACALENGINEDETAIL	CALORDER
LACALENGINEDETAIL	TASKID
LACALENGINEINSTANCE	TASKID
LACALENGINEMAIN	TASKORDER
LACALENGINEMAIN	TASKDESCRIBE
LACALENGINEMAIN	TASKID
LACHARGE	COMMISIONSN
LACHARGEZJ	CHARGETYPE
LACHARGEZJ	COMMISIONSN
LACHECKERROR	IDX
LACOM	AGENTCOM
LACOMACCREDIT	MANAGECOM
LACOMACCREDIT	INDEXCALNO
LACOMACCREDITB	MANAGECOM
LACOMACCREDITB	INDEXCALNO
LACOMACCREDITB	EDORTYPE
LACOMACCREDITB	EDORNO
LACOMAGENT	IDNO
LACOMAGENT	AGENTCOM
LACOMAGENTS	AGENTCODE
LACOMAGENTSB	EDORNO
LACOMAUTHORIZE	AGENTCOM
LACOMAUTHORIZE	RISKCODE
LACOMB	EDORNO
LACOMBAK	AGENTCOM
LACOMCHARGE	CHARGETYPE
LACOMCHARGE	CHARGEBATCHNO
LACOMCHARGEB	CHARGETYPE
LACOMCHARGEB	CHARGEBATCHNO
LACOMMASSESSCLASS	BRANCHTYPE
LACOMMISION	COMMISIONSN
LACOMMISIONB	COMMISIONSN
LACOMMISIONB	EDORTYPE
LACOMMISIONB	EDORNO
LACOMMISIONDETAIL	AGENTCODE
LACOMMISIONDETAIL	GRPCONTNO
LACOMMISIONDETAILB	AGENTCODE
LACOMMISIONDETAILB	GRPCONTNO
LACOMMISIONDETAILB	EDORNO
LACOMMISIONOTOF	COMMISIONSN
LACOMQUERYMIT	AGENTCOM
LACOMRISKFACTOR	STATE
LACOMRISKFACTOR	STARTDATE
LACOMRISKFACTOR	FACTORTYPE
LACOMRISKFACTOR	RISKCODE
LACOMRISKFACTOR	AGENTCOM
LACOMSTARTDATE	COMCODE
LACOMTOAGENT	AGENTGROUP
LACOMTOAGENT	RELATYPE
LACOMTOAGENT	AGENTCOM
LACOMTOAGENTB	AGENTGROUP
LACOMTOAGENTB	RELATYPE
LACOMTOAGENTB	AGENTCOM
LACOMTOAGENTB	EDORTYPE
LACOMTOAGENTB	EDORNO
LACOMTOAGENTNEW	AGENTCODE
LACOMTOAGENTNEW	RELATYPE
LACOMTOAGENTNEW	AGENTCOM
LACOMTOAGENTNEWB	AGENTCODE
LACOMTOAGENTNEWB	RELATYPE
LACOMTOAGENTNEWB	AGENTCOM
LACOMTOAGENTNEWB	EDORTYPE
LACOMTOAGENTNEWB	EDORNO
LACOMTOAGENTS	AGENTID
LACOMTOAGENTS	AGENTCOM
LACOMTOAGENTSB	EDORNO
LACONTCONTINUE	SERIALNO
LACONTCONTINUEB	SERIALNO
LACONTINUECHECK	SERIALNO
LACONTINUEGROUP	INDEXTYPE
LACONTINUEGROUP	BRANCHLEVEL
LACONTINUEGROUP	WAGENO
LACONTINUEGROUP	AGENTGROUP
LACONTINUELOG	SERIALNO
LACONTINUEPER	INDEXTYPE
LACONTINUEPER	WAGENO
LACONTINUEPER	AGENTCODE
LACONTINUEPERMAN	AGENTCOM
LACONTINUEPERMAN	INDEXTYPE
LACONTINUEPERMAN	WAGENO
LACONTINUEPERMAN	AGENTCODE
LACONTRATE	SERIALNO
LACONTRATEAGENT	PAYMONTH
LACONTRATEAGENT	DUEPAYMONTH
LACONTRATEAGENT	CONTNO
LACONTRATEAGENTB	PAYMONTH
LACONTRATEAGENTB	DUEPAYMONTH
LACONTRATEAGENTB	CONTNO
LACONTRATEB	SERIALNO
LACONTSHAREDETAIL	IDX
LACONTSHAREDETAILB	IDX
LACONTSHAREDETAILB	EDORNO
LACONTSOLIDIFY	CONTNO
LACQMANAGER	SEQUENCE
LACUSTOMERPERSONQUALITYRECORD	CUSTOMERNO
LACUSTOMERQUALITYRECORD	SERIALNO
LADIMISSION	DEPARTTIMES
LADIMISSION	AGENTCODE
LADIMISSIONB	AGENTCODE
LADIMISSIONB	EDORTYPE
LADIMISSIONB	EDORNO
LADISTRICTGROUP	DISTICT
LADISTRICTGROUPB	DISTICT
LADISTRICTGROUPB	EDORNO
LAEMPLOYAGEANDGRADE	CALMONTH
LAEMPLOYAGEANDGRADE	CALYEAR
LAEMPLOYAGEANDGRADE	AGENTCODE
LAEMPLOYEE	EMPLOYEECODE
LAEXRATE	STARTDATE
LAEXRATE	CURRCODE
LAEXRATE	BRANCHTYPE
LAEXRATE	MANAGECOM
LAEXRATE	RISKCODE
LAFEECONTDETAIL	AGENTCOM
LAFEECONTDETAIL	POLNO
LAFEECONTDETAIL	CONTNO
LAFEECONTDETAIL	ACTUGETNO
LAFEEDETAIL	POLNO
LAFEEDETAIL	CONTNO
LAFEEDETAIL	FEETYPE
LAFEEDETAIL	TRANSTYPE
LAFIRSTASSESS	AGENTGRADE
LAFIRSTASSESS	ASSESSCODE
LAGRPCONTDETAIL	SERIALNO
LAGRPCONTDETAILNEW	SERIALNO
LAGRPINNERWELFARE	COMMISIONSN
LAGRPINNERWELFAREB	COMMISIONSN
LAGRPINNERWELFAREB	EDORTYPE
LAGRPINNERWELFAREB	EDORNO
LAGRPINNERWELFARESUB	PRTNO
LAGRPINNERWELFARESUB	GRPPOLNO
LAGRPINNERWELFARESUB	PAYNO
LAGRPINNERWELFARESUB	POLNO
LAGRPINNERWELFARESUBB	PRTNO
LAGRPINNERWELFARESUBB	GRPPOLNO
LAGRPINNERWELFARESUBB	PAYNO
LAGRPINNERWELFARESUBB	POLNO
LAGRPINNERWELFARESUBB	EDORTYPE
LAGRPINNERWELFARESUBB	EDORNO
LAHOLS	IDX
LAHOLS	AGENTCODE
LAIMPORTDATA	INDEXTYPE
LAIMPORTDATA	INDEXCALNO
LAIMPORTDATA	AGENTCODE
LAIMPORTFILELOG	SERIALNO
LAIMPORTFILELOG	NAME
LAIMPORTFILELOG	PROTOCOLTYPE
LAIMPORTFILELOG	PROTOCOLNO
LAINDEXASSESSINFO	AGENTCODE
LAINDEXASSESSINFO	INDEXTYPE
LAINDEXASSESSINFO	INDEXCALNO
LAINDEXINFO	BRANCHTYPE2
LAINDEXINFO	BRANCHTYPE
LAINDEXINFO	AGENTCODE
LAINDEXINFO	INDEXTYPE
LAINDEXINFO	INDEXCALNO
LAINDEXINFO1	AGENTCODE
LAINDEXINFO1	INDEXTYPE
LAINDEXINFO1	INDEXCALNO
LAINDEXINFOB	AGENTCODE
LAINDEXINFOB	INDEXTYPE
LAINDEXINFOB	INDEXCALNO
LAINDEXINFOB	EDORNO
LAINDEXINFOTEMP	AGENTCODE
LAINDEXINFOTEMP	INDEXTYPE
LAINDEXINFOTEMP	INDEXCALNO
LAINDEXPARAMETERDETAIL	ENDMONTH
LAINDEXPARAMETERDETAIL	STARTMONTH
LAINDEXPARAMETERDETAIL	INDEXCODE
LAINDEXPARAMETERDETAIL	AGENTGRADE
LAINDEXPARAMETERDETAIL	ITEMCODE
LAINDEXPARAMETERDETAIL	PRECEPTNO
LAINDEXTOITEM	INDEXCODE
LAINDEXTOITEM	AGENTGRADE
LAINDEXTOITEM	ITEMCODE
LAINDEXTOITEM	PRECEPTNO
LAINDEXVSASSESS	VERSIONTYPE
LAINDEXVSASSESS	ASSESSCODE
LAINDEXVSASSESS	AGENTGRADE
LAINDEXVSASSESSACCESSORY	ASSESSCODE
LAINDEXVSASSESSACCESSORY	ASSESSGRADE
LAINDEXVSBASE	MANAGECOM
LAINDEXVSBASE	BASEINDEXCODE
LAINDEXVSBASE	AGENTGRADE
LAINDEXVSCOMM	VERSIONTYPE
LAINDEXVSCOMM	WAGECODE
LAINDEXVSCOMM	AGENTGRADE
LAINTERAGENT	AGENTCODE2
LAINTERCOMLOG	BRCHTYPE
LAINTERCOMLOG	MGCOM
LAINTERCOMLOG	WAGENO
LAINTERCOMMISION	COMMSN
LAINTERERRLOG	ERRSN
LAITEMTOPRECEPT	AGENTGRADE
LAITEMTOPRECEPT	ITEMCODE
LAITEMTOPRECEPT	PRECEPTNO
LAJAGETASSUMONEY	GETNOTICENO
LAJAGETASSUMONEY	PAYTYPE
LAJAGETASSUMONEY	ACTUGETNO
LALIMIT	YEARMONTH
LALIMIT	MANAGECOM
LALIMIT	LIMITTYPE
LALINKASSESS	AREATYPE
LALINKASSESS	AGENTGRADE
LALINKASSESS	MANAGECOM
LALINKUPWAGE	SERIALNO
LALINKWAGE	AREATYPE
LALINKWAGE	PAYMONTH
LALINKWAGE	PAYPERIODTYPE
LALINKWAGE	WAGECODE
LALINKWAGE	AGENTGRADE
LALINKWAGE	MANAGECOM
LALINKWAGEB	AREATYPE
LALINKWAGEB	PAYMONTH
LALINKWAGEB	PAYPERIODTYPE
LALINKWAGEB	WAGECODE
LALINKWAGEB	AGENTGRADE
LALINKWAGEB	MANAGECOM
LALINKWAGEB	EDORTYPE
LALINKWAGEB	EDORNO
LAMANAGERELATION	YEARMONTH
LAMANAGERELATION	AGENTCODE
LAMANOEUVRE	AGENTCODE
LAMANOEUVRE	EDORNO
LAMATCHCOM	MANAGECOM
LAMATCHCOM	BRANCHTYPE2
LAMATCHCOM	BRANCHTYPE
LAMINDEXINFO	AGENTCODE
LAMINDEXINFO	INDEXTYPE
LAMINDEXINFO	ASSESSPROPERTY
LAMINDEXINFO	INDEXCALNO
LAMINDEXINFO	IDX
LANEWTRAINING	WAGENO
LANEWTRAINING	MANAGECOM
LAORPHANPOLICY	CONTNO
LAORPHANPOLICYB	CONTNO
LAORPHANPOLICYB	EDORNO
LAOTHERMONEY	SERIALNO
LAPAYTOCOMMISION	PAYTYPE
LAPAYTOCOMMISION	PAYPLANCODE
LAPAYTOCOMMISION	DUTYCODE
LAPAYTOCOMMISION	PAYNO
LAPAYTOCOMMISION	PAYCOUNT
LAPAYTOCOMMISION	POLNO
LAPCADJUSTSTRACK	AGENTCODE
LAPCADJUSTSTRACK	EDORNO
LAPCASSESS	ASSESSFLAG
LAPCASSESS	AGENTCODE
LAPCASSESS	INDEXCALNO
LAPLAN	PLANCODE
LAPRECEPT	PRECEPTNO
LAPRECEPTTOCOM	ENDDATE
LAPRECEPTTOCOM	STARTDATE
LAPRECEPTTOCOM	AGENTCOM
LAPRECEPTTOCOM	MANAGECOM
LAPRECEPTTOCOM	PRECEPTNO
LAPRESENCE	IDX
LAPRESENCE	AGENTCODE
LAPROEXRATE	STARTDATE
LAPROEXRATE	CURRCODE
LAPROEXRATE	AGENTCOM
LAPROEXRATE	PROTOCOLNO
LAPROEXRATE	RISKCODE
LAPROMOTE	AGENTCODE
LAPROMOTE	INDEXCALNO
LAQUALITYASSESS	IDX
LAQUALITYASSESS	AGENTCODE
LAQUALITYITEMDEF	ITEMCODE
LAQUALITYMAIN	AGENTCODE
LAQUALITYMAIN	INDEXCALNO
LARATEBARWERTPREM	SERIALNO
LARATEBARWERTPREMB	SERIALNO
LARATEBARWERTPREMB	EDORTYPE
LARATEBARWERTPREMB	EDORNO
LARATECHARGE	F02
LARATECHARGE	F01
LARATECHARGE	PAYINTV
LARATECHARGE	YEARS
LARATECHARGE	APPAGE
LARATECHARGE	ENDDATE
LARATECHARGE	STARTDATE
LARATECHARGE	RISKCODE
LARATECHARGE	AGENTCOM
LARATECHARGEB	F02
LARATECHARGEB	F01
LARATECHARGEB	PAYINTV
LARATECHARGEB	YEARS
LARATECHARGEB	APPAGE
LARATECHARGEB	ENDDATE
LARATECHARGEB	STARTDATE
LARATECHARGEB	RISKCODE
LARATECHARGEB	AGENTCOM
LARATECHARGEB	EDORTYPE
LARATECHARGEB	EDORNO
LARATECHARGENEW	F02
LARATECHARGENEW	F01
LARATECHARGENEW	INSUYEAR
LARATECHARGENEW	INSUYEARFLAG
LARATECHARGENEW	PAYYEARS
LARATECHARGENEW	PAYYEAR
LARATECHARGENEW	ENDDATE
LARATECHARGENEW	STARTDATE
LARATECHARGENEW	RISKCODE
LARATECHARGENEW	AGENTCOM
LARATECHARGENEWB	F02
LARATECHARGENEWB	F01
LARATECHARGENEWB	INSUYEAR
LARATECHARGENEWB	INSUYEARFLAG
LARATECHARGENEWB	PAYYEARS
LARATECHARGENEWB	PAYYEAR
LARATECHARGENEWB	ENDDATE
LARATECHARGENEWB	STARTDATE
LARATECHARGENEWB	RISKCODE
LARATECHARGENEWB	AGENTCOM
LARATECHARGENEWB	EDORTYPE
LARATECHARGENEWB	EDORNO
LARATECHARGEYD	ENDDATE
LARATECHARGEYD	STARTDATE
LARATECHARGEYD	PAYYEAR
LARATECHARGEYD	INSUYEARFLAG
LARATECHARGEYD	INSUYEAR
LARATECHARGEYD	PAYYEARS
LARATECHARGEYD	RISKCODE
LARATECHARGEYD	AGENTCOM4
LARATECHARGEYD	MANAGECOM3
LARATECOMMISION	SERIALNO
LARATECOMMISION2	SERIALNO
LARATECOMMISIONB	SERIALNO
LARATECOMMISIONB	EDORTYPE
LARATECOMMISIONB	EDORNO
LARATECOMMISIONB2	SERIALNO
LARATECOMMISIONB2	EDORTYPE
LARATECOMMISIONB2	EDORNO
LARATESTANDPREM	F02
LARATESTANDPREM	F01
LARATESTANDPREM	CURYEAR
LARATESTANDPREM	PAYINTV
LARATESTANDPREM	YEAR
LARATESTANDPREM	APPAGE
LARATESTANDPREM	SEX
LARATESTANDPREM	RISKCODE
LARATESTANDPREM	BRANCHTYPE
LARATESTANDPREMB	SERIALNO
LARATESTANDPREMB	EDORTYPE
LARATESTANDPREMB	EDORNO
LARATETOMARK	ENDRATE
LARATETOMARK	STARTRATE
LARATETOMARK	RATETYPE
LARATETOMARK	AGENTGRADE
LAREARASSESSINFO	REARASSESSSN
LAREARBONUSINFO	AGENTCODE
LAREARBONUSINFO	REARAGENTCODE
LAREARBONUSINFO	INDEXCALNO
LAREARRELATION	AGENTCODE
LAREARRELATION	REAREDGENS
LAREARRELATION	REARLEVEL
LAREARRELATIONB	AGENTCODE
LAREARRELATIONB	REAREDGENS
LAREARRELATIONB	REARLEVEL
LAREARRELATIONB	EDORNO
LARELATION	AGENTCODE
LARELATION	RELAGENS
LARELATION	RELALEVEL
LARELATION	RELATYPE
LARELATIONB	AGENTCODE
LARELATIONB	RELAGENS
LARELATIONB	RELALEVEL
LARELATIONB	RELATYPE
LARELATIONB	EDORTYPE
LARELATIONB	EDORNO
LARENEWINDEX	AGENTCODE
LARENEWINDEX	INDEXCALNO
LAREPLACECONT	REPLACECONTNO
LAREPLACECONTB	REPLACECONTNO
LARERELATION	AGENTGROUP
LARERELATION	RELAAGENTGROUP
LARERELATION	RELALEVEL
LARERELATION	BRANCHTYPE
LARERELATIONB	AGENTGROUP
LARERELATIONB	RELAAGENTGROUP
LARERELATIONB	RELALEVEL
LARERELATIONB	BRANCHTYPE
LARERELATIONB	EDORNO
LAREWARDPUNISH	IDX
LAREWARDPUNISH	AGENTCODE
LARULE	RULEKEY
LARULE	ZIPCODEKEY
LARULEB	RULEKEY
LARULEB	ZIPCODEKEY
LARULEB	EDORTYPE
LARULEB	EDORNO
LASELLPOL	SERIALNO
LASELLRESULT	AGENTCODE
LASELLRESULT	WAGENO
LASINGLEDEPGROUP	CALMONTH
LASINGLEDEPGROUP	CALYEAR
LASINGLEDEPGROUP	BRANCHATTR
LASPAYPERSON	PAYTYPE
LASPAYPERSON	PAYPLANCODE
LASPAYPERSON	DUTYCODE
LASPAYPERSON	PAYAIMCLASS
LASPAYPERSON	PAYCOUNT
LASPAYPERSON	POLNO
LASTATSEGMENT	YEARMONTH
LASTATSEGMENT	STATTYPE
LASUPERVISESINGLERELA	CONTNO
LASUPERVISESINGLERELAB	EDORNO
LASYSVAR	VARTYPE
LASZPOL	POLNO
LASZRELATION	AGENTGROUP
LASZRELATION	AGENTCODE
LASZRELATION	RELAGENS
LASZRELATION	RELALEVEL
LASZRELATION	RELATYPE
LASZRELATION	BRANCHTYPE
LASZRELATIONB	AGENTGROUP
LASZRELATIONB	AGENTCODE
LASZRELATIONB	RELAGENS
LASZRELATIONB	RELALEVEL
LASZRELATIONB	RELATYPE
LASZRELATIONB	BRANCHTYPE
LASZRELATIONB	EDORTYPE
LASZRELATIONB	EDORNO
LATASKAIM	AIMCOL
LATASKAIM	AIMTABLE
LATASKAIM	TASKID
LATASKDESCRIBE	TASKID
LATAX	TAXCODE
LATAX	TAXTYPE
LATAX	MANAGECOM
LATEMPRELATION	AGENTCODE
LATEMPRELATION	RELAGENS
LATEMPRELATION	RELALEVEL
LATEMPRELATION	RELATYPE
LATEMPRELATION	INDEXCALNO
LATOLLPROMRADIX	ASSOCIATEOBJ
LATOLLPROMRADIX	ASSOCIATETYPE
LATOLLPROMRADIX	DIFFICULTY
LATOLLPROMRADIX	LIMITPERIOD
LATOLLPROMRADIX	ASSESSCODE
LATOLLPROMRADIX	DESTAGENTGRADE
